date,size
2013-08-20,117199871305
2013-08-21,175681494985
2013-08-22,286123103159
2013-08-23,223069968942
2013-08-24,166352729161
2013-08-25,133928043469
2013-08-26,372673493735
2013-08-27,731214375098
2013-08-28,1234716061503
2013-08-29,1384167372538
2013-08-30,386822358619
2013-08-31,270959008572
2013-09-01,381555123141
2013-09-02,402161527828
2013-09-03,321927629888
2013-09-04,716511701949
2013-09-05,888710089493
2013-09-06,390210170304
2013-09-07,369209733337
2013-09-08,341374602181
2013-09-09,453387660905
2013-09-10,373386533102
2013-09-11,250620563037
2013-09-12,377485475476
2013-09-13,213208252028
2013-09-14,484517743835
2013-09-15,459281190313
2013-09-16,80151871868
2013-09-17,421539465343
2013-09-18,32540154092
2013-09-19,36810886734
2013-09-20,33091246867
2013-09-21,44887438838
2013-09-22,45266469451
2013-09-23,42560138197
2013-09-24,263754883422
2013-09-25,150163933464
2013-09-26,31921578362
2013-09-27,31918889230
2013-09-28,43185498346
2013-09-29,32500534261
2013-09-30,43387389840
2013-10-01,119701579374
2013-10-02,294338033210
2013-10-03,343309020112
2013-10-04,333622474019
2013-10-05,134668889674
2013-10-06,62701505262
2013-10-07,59606549061
2013-10-08,32213101649
2013-10-09,42158836182
2013-10-10,96166266426
2013-10-11,114373232369
2013-10-12,34652787074
2013-10-13,48624092559
2013-10-14,31953583801
2013-10-15,50410428287
2013-10-16,49243031085
2013-10-17,93776319872
2013-10-18,82788329734
2013-10-19,66275053759
2013-10-20,32222515573
2013-10-21,45806350577
2013-10-22,32291666523
2013-10-23,112529093897
2013-10-24,288030427536
2013-10-25,31893750056
2013-10-26,42577025690
2013-10-27,46920626024
2013-10-28,33926765645
2013-10-29,78870804890
2013-10-30,32515613438
2013-10-31,42961596860
2013-11-01,67209283784
2013-11-02,110917102597
2013-11-03,45371553652
2013-11-04,43294019674
2013-11-05,32314038136
2013-11-06,44304125162
2013-11-07,43386785690
2013-11-08,36900582151
2013-11-09,43038804006
2013-11-10,43019579522
2013-11-11,43110341675
2013-11-12,46457567515
2013-11-13,34839479875
2013-11-14,32283909688
2013-11-15,45378992362
2013-11-16,113259456123
2013-11-17,42896083568
2013-11-18,137190539379
2013-11-19,49611331696
2013-11-20,927335426962
2013-11-21,2421312278466
2013-11-22,1487500308759
2013-11-23,1015752618926
2013-11-24,2207179178154
2013-11-25,3662237097430
2013-11-26,3110992440510
2013-11-27,3879010675951
2013-11-28,2689149026723
2013-11-29,3271816274008
2013-11-30,1556853752874
2013-12-01,1974512710720
2013-12-02,1017353416492
2013-12-03,32306879374
2013-12-04,43154303379
2013-12-05,175565057340
2013-12-06,42564205012
2013-12-07,271437713467
2013-12-08,230907224628
2013-12-09,178812599651
2013-12-10,43047649387
2013-12-11,127172073549
2013-12-12,89596336205
2013-12-13,42616537770
2013-12-14,45494681819
2013-12-15,53606168794
2013-12-16,42857267901
2013-12-17,115131882904
2013-12-18,43337783153
2013-12-19,43036966318
2013-12-20,81673161210
2013-12-21,53917899364
2013-12-22,43003118610
2013-12-23,53532734813
2013-12-24,157206151214
2013-12-25,524205214237
2013-12-26,2907227563858
2013-12-27,2816285406456
2013-12-28,2248200472059
2013-12-29,2533194957636
2013-12-30,3595189370528
2013-12-31,2135976145138
2014-01-01,3619454257555
2014-01-02,3623815272870
2014-01-03,3439676729210
2014-01-04,3222448732917
2014-01-05,2584881988962
2014-01-06,4955383184466
2014-01-07,2507487029204
2014-01-08,1429026133278
2014-01-09,3652198946996
2014-01-10,2216532716710
2014-01-11,2265163604556
2014-01-12,1466823471639
2014-01-13,242749630628
2014-01-14,108647761238
2014-01-15,481445630861
2014-01-16,2144794477888
2014-01-17,2114678836581
2014-01-18,2186010172421
2014-01-19,1936235432547
2014-01-20,380297923496
2014-01-21,43045809517
2014-01-22,54050570302
2014-01-23,53669298556
2014-01-24,117054590938
2014-01-25,53812636640
2014-01-26,64398281480
2014-01-27,166001842606
2014-01-28,58020162198
2014-01-29,70018912771
2014-01-30,53670902665
2014-01-31,59925700704
2014-02-01,87922550838
2014-02-02,128413376170
2014-02-03,155718882928
2014-02-04,53678208123
2014-02-05,68735032559
2014-02-06,117182769926
2014-02-07,53306685465
2014-02-08,64287904014
2014-02-09,54217005179
2014-02-10,53557484057
2014-02-11,158758443031
2014-02-12,92978678400
2014-02-13,373620403601
2014-02-14,370665940826
2014-02-15,431824407629
2014-02-16,379910202605
2014-02-17,653240955207
2014-02-18,781902237491
2014-02-19,444568136761
2014-02-20,201210625656
2014-02-21,960096452630
2014-02-22,700212769411
2014-02-23,1708488390037
2014-02-24,889795151166
2014-02-25,1402282892860
2014-02-26,1064197887394
2014-02-27,1078737380302
2014-02-28,1322294252756
2014-03-01,1172077965395
2014-03-02,1300058174925
2014-03-03,1286950014002
2014-03-04,1031795563339
2014-03-05,329470624780
2014-03-06,348686346224
2014-03-07,142185790710
2014-03-08,153535803883
2014-03-09,154675072825
2014-03-10,53815559508
2014-03-11,107543240194
2014-03-12,64717594628
2014-03-13,109597407665
2014-03-14,63980256130
2014-03-15,82174214787
2014-03-16,114909305767
2014-03-17,103896628163
2014-03-18,94140602500
2014-03-19,143665166279
2014-03-20,667556049775
2014-03-21,682185628856
2014-03-22,262787723104
2014-03-23,171500548016
2014-03-24,159421917327
2014-03-25,186345115208
2014-03-26,116875763815
2014-03-27,81617008282
2014-03-28,228493468655
2014-03-29,184763513638
2014-03-30,186260554010
2014-03-31,163883640457
2014-04-01,392598706605
2014-04-02,184323915567
2014-04-03,196829156013
2014-04-04,80560369757
2014-04-05,195680383471
2014-04-06,600234911246
2014-04-07,169460323773
2014-04-08,408897459128
2014-04-09,53801547727
2014-04-10,381951206818
2014-04-11,53342457039
2014-04-12,64364750987
2014-04-13,74660646187
2014-04-14,63957719871
2014-04-15,67654093031
2014-04-16,697848675895
2014-04-17,66275329893
2014-04-18,93391341287
2014-04-19,84660062147
2014-04-20,415454309012
2014-04-21,91059609496
2014-04-22,90957266583
2014-04-23,64327478525
2014-04-24,141742834057
2014-04-25,90955467546
2014-04-26,64336267018
2014-04-27,63949588800
2014-04-28,176342199550
2014-04-29,57501599726
2014-04-30,91471321421
2014-05-01,96407173740
2014-05-02,81054241796
2014-05-03,91416019061
2014-05-04,75088984486
2014-05-05,659330593480
2014-05-06,192277633634
2014-05-07,92018467242
2014-05-08,56423737934
2014-05-09,91642236039
2014-05-10,64818762471
2014-05-11,80733290485
2014-05-12,205470256823
2014-05-13,60794038345
2014-05-14,53408401780
2014-05-15,64003169017
2014-05-16,54193151278
2014-05-17,91684437171
2014-05-18,75089044027
2014-05-19,80598053298
2014-05-20,64887179888
2014-05-21,92110203581
2014-05-22,512727428
2014-05-23,38145499372
2014-05-24,201902921516
2014-05-25,636804203227
2014-05-26,89076100327
2014-05-27,31024491970
2014-05-28,33160119969
2014-05-29,27428930232
2014-05-30,16249708474
2014-05-31,771403543
2014-06-01,53596478530
2014-06-02,11295231032
2014-06-03,947319568413
2014-06-04,10809663596
2014-06-05,141053844552
2014-06-06,98956970619
2014-06-07,22261614326
2014-06-08,1400118085814
2014-06-09,1830923040111
2014-06-10,2511074022323
2014-06-11,1926556271263
2014-06-12,1619054474581
2014-06-13,112909011536
2014-06-14,179277215710
2014-06-15,132712432295
2014-06-16,666447185477
2014-06-17,735885023025
2014-06-18,633845523668
2014-06-19,161726452511
2014-06-20,216286973138
2014-06-21,71274683250
2014-06-22,297243698679
2014-06-23,168784761830
2014-06-24,27255161160
2014-06-25,7271179685
2014-06-26,19679552512
2014-06-27,34077623682
2014-06-28,36726475168
2014-06-29,460287488
2014-06-30,314860943
2014-07-01,263418581034
2014-07-02,149387571794
2014-07-03,527028300150
2014-07-04,476912705
2014-07-05,1181181591
2014-07-06,428502787
2014-07-07,289691018
2014-07-08,2816123914
2014-07-09,48977432047
2014-07-10,338881136199
2014-07-11,2833560117
2014-07-12,863233300
2014-07-13,2997693949
2014-07-14,289064732
2014-07-15,503917459
2014-07-16,859284691
2014-07-17,8459953246
2014-07-18,28295423935
2014-07-19,879975088
2014-07-20,435173161
2014-07-21,8846654919
2014-07-22,5558161726
2014-07-23,46429266810
2014-07-24,69845526139
2014-07-25,473925131
2014-07-26,974032248
2014-07-27,433741068
2014-07-28,80544483110
2014-07-29,514778060
2014-07-30,47928354262
2014-07-31,350547126416
2014-08-01,32709010239
2014-08-02,1387100708
2014-08-03,83177773310
2014-08-04,1016512099401
2014-08-05,570696897301
2014-08-06,444813232729
2014-08-07,829940564820
2014-08-08,1708502620307
2014-08-09,1529877166625
2014-08-10,292093762976
2014-08-11,240585264271
2014-08-12,1142110358793
2014-08-13,1643012430760
2014-08-14,5121568767396
2014-08-15,7832658566630
2014-08-16,11419937704410
2014-08-17,9804822926906
2014-08-18,6792435590261
2014-08-19,7805305048657
2014-08-20,8277890409727
2014-08-21,9068823461892
2014-08-22,9308575682890
2014-08-23,7561397350778
2014-08-24,11282768879515
2014-08-25,5937567019823
2014-08-26,3182700406746
2014-08-27,1703360157010
2014-08-28,831601724471
2014-08-29,2144440609435
2014-08-30,1280853045838
2014-08-31,468537232948
2014-09-01,330943220972
2014-09-02,897467333
2014-09-03,698324923
2014-09-04,149389792174
2014-09-05,211888842534
2014-09-06,104446878664
2014-09-07,203600741237
2014-09-08,361444027777
2014-09-09,454533845963
2014-09-10,1399288754
2014-09-11,1578492410
2014-09-12,1509109372
2014-09-13,1727744890
2014-09-14,503497501377
2014-09-15,1122096635836
2014-09-16,364059127645
2014-09-17,1829016769
2014-09-18,526346275
2014-09-19,1464827834
2014-09-20,1948535656
2014-09-21,222248244648
2014-09-22,982839400798
2014-09-23,220159564103
2014-09-24,112697009127
2014-09-25,986114617
2014-09-26,115798363519
2014-09-27,4353627133
2014-09-28,10844424595
2014-09-29,107181432590
2014-09-30,108476981485
2014-10-01,28784449199
2014-10-02,329331227569
2014-10-03,2010243548
2014-10-04,114362823630
2014-10-05,407038400077
2014-10-06,583125390305
2014-10-07,702778196340
2014-10-08,531395651264
2014-10-09,364112461527
2014-10-10,690842014996
2014-10-11,490129364035
2014-10-12,823056359185
2014-10-13,1355376457118
2014-10-14,1578012902525
2014-10-15,1038417186642
2014-10-16,963087693515
2014-10-17,293274595655
2014-10-18,275844042441
2014-10-19,895468592254
2014-10-20,425724382786
2014-10-21,987778818888
2014-10-22,424664929444
2014-10-23,310405279619
2014-10-24,328183553448
2014-10-25,217185438035
2014-10-26,225590212095
2014-10-27,336911583812
2014-10-28,539912444764
2014-10-29,115368430546
2014-10-30,323228031212
2014-10-31,611126745191
2014-11-01,129964675094
2014-11-02,4158715540
2014-11-03,42898865073
2014-11-04,9271389045
2014-11-05,342371511912
2014-11-06,1368602885363
2014-11-07,2544355332059
2014-11-08,2665724507879
2014-11-09,3181508834899
2014-11-10,3370764832512
2014-11-11,4473799946011
2014-11-12,4262323148971
2014-11-13,3780078194253
2014-11-14,4079156894503
2014-11-15,1188528108193
2014-11-16,4323914660395
2014-11-17,1853146537706
2014-11-18,659833051984
2014-11-19,865039153598
2014-11-20,1147061033184
2014-11-21,979510367515
2014-11-22,998381984590
2014-11-23,756888316935
2014-11-24,803321021251
2014-11-25,683487940945
2014-11-26,628522499155
2014-11-27,577462782549
2014-11-28,404888346241
2014-11-29,307061644028
2014-11-30,424564091218
2014-12-01,1443159673979
2014-12-02,3204236937937
2014-12-03,4737856303631
2014-12-04,4558515039194
2014-12-05,5071125611508
2014-12-06,3713791961705
2014-12-07,954483680317
2014-12-08,2007791770971
2014-12-09,1777009553023
2014-12-10,3067138587403
2014-12-11,807211948567
2014-12-12,1193149871808
2014-12-13,1279873399610
2014-12-14,507793084910
2014-12-15,479204111728
2014-12-16,910249660720
2014-12-17,1764330116279
2014-12-18,2662313777461
2014-12-19,2638581378076
2014-12-20,2236939881531
2014-12-21,4029179208256
2014-12-22,4172486764162
2014-12-23,3676144409569
2014-12-24,2496518652846
2014-12-25,2421358813530
2014-12-26,2939146811305
2014-12-27,1443369786512
2014-12-28,2256887752411
2014-12-29,2741962706286
2014-12-30,2897688400637
2014-12-31,2593718605677
2015-01-01,2467522624011
2015-01-02,2031970086662
2015-01-03,2719614983360
2015-01-04,3168687558444
2015-01-05,1218386261665
2015-01-06,442615583725
2015-01-07,432042354592
2015-01-08,437567060386
2015-01-09,540140442781
2015-01-10,531862439947
2015-01-11,217687610355
2015-01-12,1549799961616
2015-01-13,883279438658
2015-01-14,326172024668
2015-01-15,216885387259
2015-01-16,323718589715
2015-01-17,327160161507
2015-01-18,328326480735
2015-01-19,327133412185
2015-01-20,324717152575
2015-01-21,214621592896
2015-01-22,213930145155
2015-01-23,753903151557
2015-01-24,438043412612
2015-01-25,433042261143
2015-01-26,328905130606
2015-01-27,956894240838
2015-01-28,638178552365
2015-01-29,114105496397
2015-01-30,327136853718
2015-01-31,230410662939
2015-02-01,499318628338
2015-02-02,277993331672
2015-02-03,481927605686
2015-02-04,459870549789
2015-02-05,596931388065
2015-02-06,515134263899
2015-02-07,729847901212
2015-02-08,643769066048
2015-02-09,1120746832746
2015-02-10,793873249794
2015-02-11,752216638884
2015-02-12,399219498881
2015-02-13,306116951052
2015-02-14,489410609981
2015-02-15,572381558404
2015-02-16,778543913952
2015-02-17,699051176332
2015-02-18,111105689500
2015-02-19,887826859815
2015-02-20,1764893819407
2015-02-21,498704157117
2015-02-22,213131562943
2015-02-23,214212555400
2015-02-24,239798730570
2015-02-25,323921682319
2015-02-26,214793951691
2015-02-27,325109107932
2015-02-28,514568296168
2015-03-01,235284381213
2015-03-02,218464145904
2015-03-03,213871310545
2015-03-04,109185235454
2015-03-05,108408045597
2015-03-06,219143617769
2015-03-07,111143173295
2015-03-08,111391094547
2015-03-09,541623706102
2015-03-10,345484071600
2015-03-11,349984313014
2015-03-12,229595178792
2015-03-13,109023492712
2015-03-14,217384579471
2015-03-15,212732214357
2015-03-16,199908555968
2015-03-17,321344130105
2015-03-18,217582305560
2015-03-19,106262237247
2015-03-20,213332132503
2015-03-21,212952692349
2015-03-22,108868701460
2015-03-23,534847409476
2015-03-24,1333063322148
2015-03-25,556489758348
2015-03-26,214169729584
2015-03-27,215534356437
2015-03-28,220100069734
2015-03-29,512573530774
2015-03-30,988153497837
2015-03-31,740617868608
2015-04-01,566910305412
2015-04-02,448743736338
2015-04-03,421737403311
2015-04-04,323049106696
2015-04-05,637321689920
2015-04-06,764859245156
2015-04-07,492068411038
2015-04-08,511701238292
2015-04-09,683026377098
2015-04-10,214656990140
2015-04-11,327495374992
2015-04-12,815181942131
2015-04-13,891552564491
2015-04-14,1063947582793
2015-04-15,953794188654
2015-04-16,804103792598
2015-04-17,952107451962
2015-04-18,107416020210
2015-04-19,536265373273
2015-04-20,973524238174
2015-04-21,1102550000377
2015-04-22,1136997494357
2015-04-23,1079744611030
2015-04-24,831437741206
2015-04-25,786977593265
2015-04-26,1184559432342
2015-04-27,1309967453130
2015-04-28,1363636227816
2015-04-29,1211542599029
2015-04-30,1406697099229
2015-05-01,1586987936907
2015-05-02,1270724463257
2015-05-03,1076851522481
2015-05-04,1146070052358
2015-05-05,1072258362586
2015-05-06,875766470939
2015-05-07,447945773128
2015-05-08,1213568937949
2015-05-09,1136324723833
2015-05-10,768901768604
2015-05-11,663558409133
2015-05-12,1274328829948
2015-05-13,1323016597962
2015-05-14,1246203725368
