time,tweets
2019-09-13 00:04:57,22
2019-09-13 00:04:58,15
2019-09-13 00:04:59,18
2019-09-13 00:05:00,22
2019-09-13 00:05:01,24
2019-09-13 00:05:02,28
2019-09-13 00:05:03,14
2019-09-13 00:05:04,22
2019-09-13 00:05:05,18
2019-09-13 00:05:06,24
2019-09-13 00:05:07,24
2019-09-13 00:05:08,22
2019-09-13 00:05:09,14
2019-09-13 00:05:10,23
2019-09-13 00:05:11,27
2019-09-13 00:05:12,15
2019-09-13 00:05:13,18
2019-09-13 00:05:14,19
2019-09-13 00:05:15,28
2019-09-13 00:05:16,27
2019-09-13 00:05:17,15
2019-09-13 00:05:18,25
2019-09-13 00:05:19,18
2019-09-13 00:05:20,17
2019-09-13 00:05:21,20
2019-09-13 00:05:22,24
2019-09-13 00:05:23,21
2019-09-13 00:05:24,30
2019-09-13 00:05:25,19
2019-09-13 00:05:26,19
2019-09-13 00:05:27,27
2019-09-13 00:05:28,18
2019-09-13 00:05:29,26
2019-09-13 00:05:30,15
2019-09-13 00:05:31,23
2019-09-13 00:05:32,17
2019-09-13 00:05:33,25
2019-09-13 00:05:34,23
2019-09-13 00:05:35,20
2019-09-13 00:05:36,21
2019-09-13 00:05:37,18
2019-09-13 00:05:38,14
2019-09-13 00:05:39,30
2019-09-13 00:05:40,22
2019-09-13 00:05:41,21
2019-09-13 00:05:42,21
2019-09-13 00:05:43,27
2019-09-13 00:05:44,32
2019-09-13 00:05:45,24
2019-09-13 00:05:46,19
2019-09-13 00:05:47,19
2019-09-13 00:05:48,24
2019-09-13 00:05:49,27
2019-09-13 00:05:50,26
2019-09-13 00:05:51,17
2019-09-13 00:05:52,30
2019-09-13 00:05:53,26
2019-09-13 00:05:54,20
2019-09-13 00:05:55,17
2019-09-13 00:05:56,18
2019-09-13 00:05:57,27
2019-09-13 00:05:58,17
2019-09-13 00:05:59,30
2019-09-13 00:06:00,26
2019-09-13 00:06:01,24
2019-09-13 00:06:02,23
2019-09-13 00:06:03,26
2019-09-13 00:06:04,21
2019-09-13 00:06:05,36
2019-09-13 00:06:06,22
2019-09-13 00:06:07,29
2019-09-13 00:06:08,22
2019-09-13 00:06:09,24
2019-09-13 00:06:10,24
2019-09-13 00:06:11,31
2019-09-13 00:06:12,34
2019-09-13 00:06:13,32
2019-09-13 00:06:14,21
2019-09-13 00:06:15,32
2019-09-13 00:06:16,27
2019-09-13 00:06:17,28
2019-09-13 00:06:18,21
2019-09-13 00:06:19,38
2019-09-13 00:06:20,26
2019-09-13 00:06:21,29
2019-09-13 00:06:22,20
2019-09-13 00:06:23,29
2019-09-13 00:06:24,32
2019-09-13 00:06:25,33
2019-09-13 00:06:26,30
2019-09-13 00:06:27,18
2019-09-13 00:06:28,19
2019-09-13 00:06:29,34
2019-09-13 00:06:30,27
2019-09-13 00:06:31,31
2019-09-13 00:06:32,22
2019-09-13 00:06:33,25
2019-09-13 00:06:34,22
2019-09-13 00:06:35,22
2019-09-13 00:06:36,23
2019-09-13 00:06:37,33
2019-09-13 00:06:38,29
2019-09-13 00:06:39,19
2019-09-13 00:06:40,31
2019-09-13 00:06:41,25
2019-09-13 00:06:42,28
2019-09-13 00:06:43,27
2019-09-13 00:06:44,31
2019-09-13 00:06:45,29
2019-09-13 00:06:46,34
2019-09-13 00:06:47,30
2019-09-13 00:06:48,25
2019-09-13 00:06:49,21
2019-09-13 00:06:50,27
2019-09-13 00:06:51,27
2019-09-13 00:06:52,22
2019-09-13 00:06:53,32
2019-09-13 00:06:54,26
2019-09-13 00:06:55,27
2019-09-13 00:06:56,28
2019-09-13 00:06:57,30
2019-09-13 00:06:58,28
2019-09-13 00:06:59,25
2019-09-13 00:07:00,28
2019-09-13 00:07:01,22
2019-09-13 00:07:02,28
2019-09-13 00:07:03,34
2019-09-13 00:07:04,25
2019-09-13 00:07:05,21
2019-09-13 00:07:06,30
2019-09-13 00:07:07,25
2019-09-13 00:07:08,26
2019-09-13 00:07:09,37
2019-09-13 00:07:10,22
2019-09-13 00:07:11,26
2019-09-13 00:07:12,20
2019-09-13 00:07:13,27
2019-09-13 00:07:14,26
2019-09-13 00:07:15,18
2019-09-13 00:07:16,36
2019-09-13 00:07:17,27
2019-09-13 00:07:18,29
2019-09-13 00:07:19,32
2019-09-13 00:07:20,25
2019-09-13 00:07:21,33
2019-09-13 00:07:22,22
2019-09-13 00:07:23,26
2019-09-13 00:07:24,26
2019-09-13 00:07:25,28
2019-09-13 00:07:26,37
2019-09-13 00:07:27,24
2019-09-13 00:07:28,35
2019-09-13 00:07:29,25
2019-09-13 00:07:30,35
2019-09-13 00:07:31,16
2019-09-13 00:07:32,26
2019-09-13 00:07:33,26
2019-09-13 00:07:34,19
2019-09-13 00:07:35,34
2019-09-13 00:07:36,20
2019-09-13 00:07:37,22
2019-09-13 00:07:38,41
2019-09-13 00:07:39,37
2019-09-13 00:07:40,30
2019-09-13 00:07:41,37
2019-09-13 00:07:42,21
2019-09-13 00:07:43,30
2019-09-13 00:07:44,30
2019-09-13 00:07:45,27
2019-09-13 00:07:46,24
2019-09-13 00:07:47,34
2019-09-13 00:07:48,34
2019-09-13 00:07:49,26
2019-09-13 00:07:50,17
2019-09-13 00:07:51,35
2019-09-13 00:07:52,37
2019-09-13 00:07:53,29
2019-09-13 00:07:54,20
2019-09-13 00:07:55,26
2019-09-13 00:07:56,33
2019-09-13 00:07:57,32
2019-09-13 00:07:58,29
2019-09-13 00:07:59,31
2019-09-13 00:08:00,27
2019-09-13 00:08:01,36
2019-09-13 00:08:02,27
2019-09-13 00:08:03,31
2019-09-13 00:08:04,23
2019-09-13 00:08:05,26
2019-09-13 00:08:06,29
2019-09-13 00:08:07,30
2019-09-13 00:08:08,30
2019-09-13 00:08:09,31
2019-09-13 00:08:10,28
2019-09-13 00:08:11,33
2019-09-13 00:08:12,36
2019-09-13 00:08:13,16
2019-09-13 00:08:14,24
2019-09-13 00:08:15,29
2019-09-13 00:08:16,43
2019-09-13 00:08:17,29
2019-09-13 00:08:18,31
2019-09-13 00:08:19,25
2019-09-13 00:08:20,32
2019-09-13 00:08:21,25
2019-09-13 00:08:22,26
2019-09-13 00:08:23,31
2019-09-13 00:08:24,23
2019-09-13 00:08:25,28
2019-09-13 00:08:26,34
2019-09-13 00:08:27,32
2019-09-13 00:08:28,36
2019-09-13 00:08:29,32
2019-09-13 00:08:30,27
2019-09-13 00:08:31,27
2019-09-13 00:08:32,32
2019-09-13 00:08:33,26
2019-09-13 00:08:34,28
2019-09-13 00:08:35,31
2019-09-13 00:08:36,30
2019-09-13 00:08:37,27
2019-09-13 00:08:38,31
2019-09-13 00:08:39,31
2019-09-13 00:08:40,29
2019-09-13 00:08:41,25
2019-09-13 00:08:42,31
2019-09-13 00:08:43,24
2019-09-13 00:08:44,37
2019-09-13 00:08:45,30
2019-09-13 00:08:46,28
2019-09-13 00:08:47,26
2019-09-13 00:08:48,33
2019-09-13 00:08:49,33
2019-09-13 00:08:50,37
2019-09-13 00:08:51,33
2019-09-13 00:08:52,26
2019-09-13 00:08:53,24
2019-09-13 00:08:54,25
2019-09-13 00:08:55,31
2019-09-13 00:08:56,21
2019-09-13 00:08:57,28
2019-09-13 00:08:58,26
2019-09-13 00:08:59,36
2019-09-13 00:09:00,20
2019-09-13 00:09:01,42
2019-09-13 00:09:02,32
2019-09-13 00:09:03,29
2019-09-13 00:09:04,28
2019-09-13 00:09:05,31
2019-09-13 00:09:06,30
2019-09-13 00:09:07,26
2019-09-13 00:09:08,32
2019-09-13 00:09:09,27
2019-09-13 00:09:10,18
2019-09-13 00:09:11,29
2019-09-13 00:09:12,27
2019-09-13 00:09:13,28
2019-09-13 00:09:14,22
2019-09-13 00:09:15,25
2019-09-13 00:09:16,24
2019-09-13 00:09:17,35
2019-09-13 00:09:18,30
2019-09-13 00:09:19,21
2019-09-13 00:09:20,28
2019-09-13 00:09:21,24
2019-09-13 00:09:22,35
2019-09-13 00:09:23,22
2019-09-13 00:09:24,24
2019-09-13 00:09:25,38
2019-09-13 00:09:26,37
2019-09-13 00:09:27,28
2019-09-13 00:09:28,26
2019-09-13 00:09:29,32
2019-09-13 00:09:30,32
2019-09-13 00:09:31,25
2019-09-13 00:09:32,27
2019-09-13 00:09:33,35
2019-09-13 00:09:34,30
2019-09-13 00:09:35,27
2019-09-13 00:09:36,35
2019-09-13 00:09:37,31
2019-09-13 00:09:38,32
2019-09-13 00:09:39,24
2019-09-13 00:09:40,17
2019-09-13 00:09:41,18
2019-09-13 00:09:42,25
2019-09-13 00:09:43,23
2019-09-13 00:09:44,23
2019-09-13 00:09:45,14
2019-09-13 00:09:46,16
2019-09-13 00:09:47,23
2019-09-13 00:09:48,20
2019-09-13 00:09:49,24
2019-09-13 00:09:50,24
2019-09-13 00:09:51,26
2019-09-13 00:09:52,26
2019-09-13 00:09:53,18
2019-09-13 00:09:54,29
2019-09-13 00:09:55,19
2019-09-13 00:09:56,27
2019-09-13 00:09:57,29
2019-09-13 00:09:58,25
2019-09-13 00:09:59,27
2019-09-13 00:10:00,22
2019-09-13 00:10:01,21
2019-09-13 00:10:02,27
2019-09-13 00:10:03,28
2019-09-13 00:10:04,23
2019-09-13 00:10:05,29
2019-09-13 00:10:06,34
2019-09-13 00:10:07,27
2019-09-13 00:10:08,17
2019-09-13 00:10:09,25
2019-09-13 00:10:10,28
2019-09-13 00:10:11,23
2019-09-13 00:10:12,15
2019-09-13 00:10:13,29
2019-09-13 00:10:14,24
2019-09-13 00:10:15,23
2019-09-13 00:10:16,32
2019-09-13 00:10:17,29
2019-09-13 00:10:18,26
2019-09-13 00:10:19,34
2019-09-13 00:10:20,27
2019-09-13 00:10:21,17
2019-09-13 00:10:22,25
2019-09-13 00:10:23,32
2019-09-13 00:10:24,29
2019-09-13 00:10:25,32
2019-09-13 00:10:26,22
2019-09-13 00:10:27,29
2019-09-13 00:10:28,29
2019-09-13 00:10:29,43
2019-09-13 00:10:30,25
2019-09-13 00:10:31,24
2019-09-13 00:10:32,30
2019-09-13 00:10:33,37
2019-09-13 00:10:34,28
2019-09-13 00:10:35,35
2019-09-13 00:10:36,39
2019-09-13 00:10:37,35
2019-09-13 00:10:38,34
2019-09-13 00:10:39,33
2019-09-13 00:10:40,36
2019-09-13 00:10:41,35
2019-09-13 00:10:42,43
2019-09-13 00:10:43,36
2019-09-13 00:10:44,41
2019-09-13 00:10:45,39
2019-09-13 00:10:46,30
2019-09-13 00:10:47,52
2019-09-13 00:10:48,41
2019-09-13 00:10:49,44
2019-09-13 00:10:50,44
2019-09-13 00:10:51,40
2019-09-13 00:10:52,34
2019-09-13 00:10:53,35
2019-09-13 00:10:54,29
2019-09-13 00:10:55,36
2019-09-13 00:10:56,47
2019-09-13 00:10:57,30
2019-09-13 00:10:58,35
2019-09-13 00:10:59,43
2019-09-13 00:11:00,49
2019-09-13 00:11:01,31
2019-09-13 00:11:02,51
2019-09-13 00:11:03,39
2019-09-13 00:11:04,39
2019-09-13 00:11:05,44
2019-09-13 00:11:06,39
2019-09-13 00:11:07,39
2019-09-13 00:11:08,39
2019-09-13 00:11:09,40
2019-09-13 00:11:10,32
2019-09-13 00:11:11,44
2019-09-13 00:11:12,41
2019-09-13 00:11:13,40
2019-09-13 00:11:14,38
2019-09-13 00:11:15,35
2019-09-13 00:11:16,60
2019-09-13 00:11:17,44
2019-09-13 00:11:18,30
2019-09-13 00:11:19,47
2019-09-13 00:11:20,51
2019-09-13 00:11:21,40
2019-09-13 00:11:22,34
2019-09-13 00:11:23,47
2019-09-13 00:11:24,54
2019-09-13 00:11:25,39
2019-09-13 00:11:26,40
2019-09-13 00:11:27,49
2019-09-13 00:11:28,32
2019-09-13 00:11:29,55
2019-09-13 00:11:30,43
2019-09-13 00:11:31,48
2019-09-13 00:11:32,44
2019-09-13 00:11:33,40
2019-09-13 00:11:34,57
2019-09-13 00:11:35,33
2019-09-13 00:11:36,51
2019-09-13 00:11:37,37
2019-09-13 00:11:38,33
2019-09-13 00:11:39,47
2019-09-13 00:11:40,47
2019-09-13 00:11:41,34
2019-09-13 00:11:42,49
2019-09-13 00:11:43,50
2019-09-13 00:11:44,42
2019-09-13 00:11:45,43
2019-09-13 00:11:46,44
2019-09-13 00:11:47,39
2019-09-13 00:11:48,55
2019-09-13 00:11:49,36
2019-09-13 00:11:50,38
2019-09-13 00:11:51,41
2019-09-13 00:11:52,37
2019-09-13 00:11:53,43
2019-09-13 00:11:54,44
2019-09-13 00:11:55,34
2019-09-13 00:11:56,35
2019-09-13 00:11:57,48
2019-09-13 00:11:58,46
2019-09-13 00:11:59,44
2019-09-13 00:12:00,34
2019-09-13 00:12:01,41
2019-09-13 00:12:02,54
2019-09-13 00:12:03,40
2019-09-13 00:12:04,43
2019-09-13 00:12:05,51
2019-09-13 00:12:06,46
2019-09-13 00:12:07,29
2019-09-13 00:12:08,31
2019-09-13 00:12:09,32
2019-09-13 00:12:10,34
2019-09-13 00:12:11,34
2019-09-13 00:12:12,39
2019-09-13 00:12:13,38
2019-09-13 00:12:14,40
2019-09-13 00:12:15,50
2019-09-13 00:12:16,40
2019-09-13 00:12:17,40
2019-09-13 00:12:18,46
2019-09-13 00:12:19,30
2019-09-13 00:12:20,41
2019-09-13 00:12:21,44
2019-09-13 00:12:22,36
2019-09-13 00:12:23,26
2019-09-13 00:12:24,36
2019-09-13 00:12:25,34
2019-09-13 00:12:26,34
2019-09-13 00:12:27,49
2019-09-13 00:12:28,36
2019-09-13 00:12:29,47
2019-09-13 00:12:30,46
2019-09-13 00:12:31,36
2019-09-13 00:12:32,36
2019-09-13 00:12:33,43
2019-09-13 00:12:34,59
2019-09-13 00:12:35,41
2019-09-13 00:12:36,46
2019-09-13 00:12:37,37
2019-09-13 00:12:38,47
2019-09-13 00:12:39,36
2019-09-13 00:12:40,45
2019-09-13 00:12:41,35
2019-09-13 00:12:42,36
2019-09-13 00:12:43,52
2019-09-13 00:12:44,47
2019-09-13 00:12:45,53
2019-09-13 00:12:46,46
2019-09-13 00:12:47,27
2019-09-13 00:12:48,47
2019-09-13 00:12:49,35
2019-09-13 00:12:50,49
2019-09-13 00:12:51,36
2019-09-13 00:12:52,42
2019-09-13 00:12:53,55
2019-09-13 00:12:54,38
2019-09-13 00:12:55,54
2019-09-13 00:12:56,42
2019-09-13 00:12:57,45
2019-09-13 00:12:58,48
2019-09-13 00:12:59,43
2019-09-13 00:13:00,38
2019-09-13 00:13:01,54
2019-09-13 00:13:02,40
2019-09-13 00:13:03,51
2019-09-13 00:13:04,48
2019-09-13 00:13:05,45
2019-09-13 00:13:06,35
2019-09-13 00:13:07,37
2019-09-13 00:13:08,49
2019-09-13 00:13:09,60
2019-09-13 00:13:10,36
2019-09-13 00:13:11,46
2019-09-13 00:13:12,36
2019-09-13 00:13:13,45
2019-09-13 00:13:14,35
2019-09-13 00:13:15,48
2019-09-13 00:13:16,45
2019-09-13 00:13:17,50
2019-09-13 00:13:18,48
2019-09-13 00:13:19,39
2019-09-13 00:13:20,47
2019-09-13 00:13:21,48
2019-09-13 00:13:22,45
2019-09-13 00:13:23,50
2019-09-13 00:13:24,45
2019-09-13 00:13:25,60
2019-09-13 00:13:26,45
2019-09-13 00:13:27,42
2019-09-13 00:13:28,50
2019-09-13 00:13:29,46
2019-09-13 00:13:30,47
2019-09-13 00:13:31,46
2019-09-13 00:13:32,53
2019-09-13 00:13:33,46
2019-09-13 00:13:34,38
2019-09-13 00:13:35,44
2019-09-13 00:13:36,57
2019-09-13 00:13:37,44
2019-09-13 00:13:38,37
2019-09-13 00:13:39,60
2019-09-13 00:13:40,47
2019-09-13 00:13:41,46
2019-09-13 00:13:42,57
2019-09-13 00:13:43,49
2019-09-13 00:13:44,44
2019-09-13 00:13:45,49
2019-09-13 00:13:46,41
2019-09-13 00:13:47,53
2019-09-13 00:13:48,47
2019-09-13 00:13:49,52
2019-09-13 00:13:50,49
2019-09-13 00:13:51,45
2019-09-13 00:13:52,50
2019-09-13 00:13:53,42
2019-09-13 00:13:54,51
2019-09-13 00:13:55,52
2019-09-13 00:13:56,43
2019-09-13 00:13:57,48
2019-09-13 00:13:58,44
2019-09-13 00:13:59,45
2019-09-13 00:14:00,50
2019-09-13 00:14:01,56
2019-09-13 00:14:02,42
2019-09-13 00:14:03,56
2019-09-13 00:14:04,39
2019-09-13 00:14:05,56
2019-09-13 00:14:06,37
2019-09-13 00:14:07,59
2019-09-13 00:14:08,37
2019-09-13 00:14:09,55
2019-09-13 00:14:10,45
2019-09-13 00:14:11,53
2019-09-13 00:14:12,47
2019-09-13 00:14:13,50
2019-09-13 00:14:14,51
2019-09-13 00:14:15,50
2019-09-13 00:14:16,58
2019-09-13 00:14:17,38
2019-09-13 00:14:18,50
2019-09-13 00:14:19,52
2019-09-13 00:14:20,49
2019-09-13 00:14:21,53
2019-09-13 00:14:22,53
2019-09-13 00:14:23,52
2019-09-13 00:14:24,49
2019-09-13 00:14:25,52
2019-09-13 00:14:26,45
2019-09-13 00:14:27,47
2019-09-13 00:14:28,50
2019-09-13 00:14:29,42
2019-09-13 00:14:30,46
2019-09-13 00:14:31,48
2019-09-13 00:14:32,44
2019-09-13 00:14:33,52
2019-09-13 00:14:34,49
2019-09-13 00:14:35,47
2019-09-13 00:14:36,48
2019-09-13 00:14:37,51
2019-09-13 00:14:38,52
2019-09-13 00:14:39,50
2019-09-13 00:14:40,42
2019-09-13 00:14:41,50
2019-09-13 00:14:42,46
2019-09-13 00:14:43,50
2019-09-13 00:14:44,49
2019-09-13 00:14:45,48
2019-09-13 00:14:46,58
2019-09-13 00:14:47,43
2019-09-13 00:14:48,48
2019-09-13 00:14:49,43
2019-09-13 00:14:50,51
2019-09-13 00:14:51,40
2019-09-13 00:14:52,48
2019-09-13 00:14:53,48
2019-09-13 00:14:54,44
2019-09-13 00:14:55,53
2019-09-13 00:14:56,46
2019-09-13 00:14:57,50
2019-09-13 00:14:58,48
2019-09-13 00:14:59,53
2019-09-13 00:15:00,43
2019-09-13 00:15:01,52
2019-09-13 00:15:02,43
2019-09-13 00:15:03,44
2019-09-13 00:15:04,55
2019-09-13 00:15:05,36
2019-09-13 00:15:06,51
2019-09-13 00:15:07,49
2019-09-13 00:15:08,45
2019-09-13 00:15:09,55
2019-09-13 00:15:10,43
2019-09-13 00:15:11,48
2019-09-13 00:15:12,45
2019-09-13 00:15:13,56
2019-09-13 00:15:14,44
2019-09-13 00:15:15,44
2019-09-13 00:15:16,48
2019-09-13 00:15:17,59
2019-09-13 00:15:18,38
2019-09-13 00:15:19,45
2019-09-13 00:15:20,46
2019-09-13 00:15:21,50
2019-09-13 00:15:22,50
2019-09-13 00:15:23,51
2019-09-13 00:15:24,48
2019-09-13 00:15:25,52
2019-09-13 00:15:26,36
2019-09-13 00:15:27,39
2019-09-13 00:15:28,52
2019-09-13 00:15:29,52
2019-09-13 00:15:30,41
2019-09-13 00:15:31,57
