tweet url,count,archive url
https://twitter.com/crystal1johnson/status/789227014951624705,http://web.archive.org/web/20161201033352/https://twitter.com/crystal1johnson/status/789227014951624705,3
https://twitter.com/crystal1johnson/status/790270107259801600,http://web.archive.org/web/20161201032511/https://twitter.com/crystal1johnson/status/790270107259801600,3
https://twitter.com/crystal1johnson/status/790664412537454592,http://web.archive.org/web/20161201032416/https://twitter.com/Crystal1Johnson/status/790664412537454592,3
https://twitter.com/crystal1johnson/status/790670987977121793,http://web.archive.org/web/20161201032400/https://twitter.com/Crystal1Johnson/status/790670987977121793,3
https://twitter.com/crystal1johnson/status/791424615343984640,http://web.archive.org/web/20191115152050/https://twitter.com/Crystal1Johnson/status/791424615343984640,3
https://twitter.com/crystal1johnson/status/792534247072555008,http://web.archive.org/web/20161201030919/https://twitter.com/crystal1johnson/status/792534247072555008,3
https://twitter.com/crystal1johnson/status/792899124815355904,http://web.archive.org/web/20161201030558/https://twitter.com/crystal1johnson/status/792899124815355904,3
https://twitter.com/crystal1johnson/status/793879492515205128,http://web.archive.org/web/20161117094435/https://twitter.com/Crystal1Johnson/status/793879492515205128,3
https://twitter.com/crystal1johnson/status/793986868362637313,http://web.archive.org/web/20161201025937/https://twitter.com/crystal1johnson/status/793986868362637313,3
https://twitter.com/crystal1johnson/status/796824421528899584,http://web.archive.org/web/20161201024145/https://twitter.com/crystal1johnson/status/796824421528899584,3
https://twitter.com/crystal1johnson/status/796836071854239744,http://web.archive.org/web/20161201024140/https://twitter.com/Crystal1Johnson/status/796836071854239744,3
https://twitter.com/crystal1johnson/status/796881324023934978,http://web.archive.org/web/20161201024025/https://twitter.com/crystal1johnson/status/796881324023934978,3
https://twitter.com/crystal1johnson/status/797167021246926848,http://web.archive.org/web/20161201023934/https://twitter.com/crystal1johnson/status/797167021246926848,3
https://twitter.com/crystal1johnson/status/798265795763732480,http://web.archive.org/web/20170322165935/https://twitter.com/Crystal1Johnson/status/798265795763732480,3
https://twitter.com/crystal1johnson/status/798691143290482688,http://web.archive.org/web/20161201022723/https://twitter.com/crystal1johnson/status/798691143290482688,3
https://twitter.com/crystal1johnson/status/799348284791758848,http://web.archive.org/web/20161201022357/https://twitter.com/Crystal1Johnson/status/799348284791758848,3
https://twitter.com/crystal1johnson/status/799679472253353984,http://web.archive.org/web/20161201022242/https://twitter.com/crystal1johnson/status/799679472253353984,3
https://twitter.com/crystal1johnson/status/799684603975843840,http://web.archive.org/web/20161201022223/https://twitter.com/crystal1johnson/status/799684603975843840,3
https://twitter.com/crystal1johnson/status/800490488423821313,http://web.archive.org/web/20191115152106/https://twitter.com/Crystal1Johnson/status/800490488423821313,3
https://twitter.com/crystal1johnson/status/800840439116877824,http://web.archive.org/web/20161201021402/https://twitter.com/crystal1johnson/status/800840439116877824,3
https://twitter.com/crystal1johnson/status/800867394360995840,http://web.archive.org/web/20161201021331/https://twitter.com/crystal1johnson/status/800867394360995840,3
https://twitter.com/crystal1johnson/status/801546735621242880,http://web.archive.org/web/20161203230426/https://twitter.com/Crystal1Johnson/status/801546735621242880,3
https://twitter.com/crystal1johnson/status/802239678267043840,http://web.archive.org/web/20171010161743/https://twitter.com/crystal1johnson/status/802239678267043840,3
https://twitter.com/crystal1johnson/status/802657688601686016,http://web.archive.org/web/20161201020337/https://twitter.com/crystal1johnson/status/802657688601686016,3
https://twitter.com/crystal1johnson/status/802660918505062401,http://web.archive.org/web/20161229045754/https://twitter.com/Crystal1Johnson/status/802660918505062401,3
https://twitter.com/crystal1johnson/status/803336846470090752,http://web.archive.org/web/20161209001119/https://twitter.com/Crystal1Johnson/status/803336846470090752,3
https://twitter.com/crystal1johnson/status/805879071901003776,http://web.archive.org/web/20170212141520/https://twitter.com/crystal1johnson/status/805879071901003776?lang=en-gb,3
https://twitter.com/crystal1johnson/status/809162298661052416,http://web.archive.org/web/20170102015935/https://twitter.com/Crystal1Johnson/status/809162298661052416,3
https://twitter.com/crystal1johnson/status/817123544501026816,http://web.archive.org/web/20170117060538/https://twitter.com/crystal1johnson/status/817123544501026816?lang=en-gb,3
https://twitter.com/crystal1johnson/status/817163742488264705,http://web.archive.org/web/20170112142029/https://twitter.com/crystal1johnson/status/817163742488264705?lang=en-gb,3
https://twitter.com/crystal1johnson/status/823313490026840068,http://web.archive.org/web/20170208151420/https://twitter.com/Crystal1Johnson/status/823313490026840068,3
https://twitter.com/crystal1johnson/status/842880576172445698,http://web.archive.org/web/20170318012805/https://twitter.com/crystal1johnson/status/842880576172445698?lang=en-gb,3
https://twitter.com/crystal1johnson/status/857412721804853248,http://web.archive.org/web/20170511123037/https://twitter.com/crystal1johnson/status/857412721804853248?lang=en-gb,3
https://twitter.com/crystal1johnson/status/888187740428304384,http://web.archive.org/web/20170722015032/https://twitter.com/Crystal1Johnson/status/888187740428304384,3
https://twitter.com/crystal1johnson/status/888478752753164288,http://web.archive.org/web/20170723170409/https://twitter.com/crystal1johnson/status/888478752753164288,3
https://twitter.com/crystal1johnson/status/715639363971915776,http://web.archive.org/web/20160509024532/https://twitter.com/crystal1johnson/status/715639363971915776,2
https://twitter.com/crystal1johnson/status/727224995378663424,http://web.archive.org/web/20160928215952/https://twitter.com/Crystal1Johnson/status/727224995378663424,2
https://twitter.com/crystal1johnson/status/743518708371361792,http://web.archive.org/web/20160629132349/https://twitter.com/Crystal1Johnson/status/743518708371361792,2
https://twitter.com/crystal1johnson/status/751922196973428737,http://web.archive.org/web/20170117192545/https://twitter.com/Crystal1Johnson/status/751922196973428737,2
https://twitter.com/crystal1johnson/status/776532665193275392,http://web.archive.org/web/20200531072626/https://twitter.com/Crystal1Johnson/status/776532665193275392,2
https://twitter.com/crystal1johnson/status/778437832784224260,http://web.archive.org/web/20161001020211/https://twitter.com/Crystal1Johnson/status/778437832784224260,2
